Date,DayOfWeek,Source,Destination,DepartureTime,SeatsAvailable,Bookings,Price,Holiday,Weather,EventNearby
2025-02-26,Wednesday,Mumbai,Hyderabad,15:00,40,15,479,No,Rainy,No
2025-05-08,Thursday,Mumbai,Hyderabad,18:00,40,15,672,No,Cloudy,Yes
2025-03-01,Saturday,Mumbai,Hyderabad,15:00,40,11,476,No,Rainy,No
2025-01-25,Saturday,Pune,Bangalore,09:00,40,12,496,No,Cloudy,No
2025-04-14,Monday,Pune,Mumbai,18:00,40,9,509,No,Rainy,No
2025-04-16,Wednesday,Chennai,Pune,09:00,40,23,691,Yes,Rainy,No
2025-02-23,Sunday,Pune,Mumbai,18:00,40,26,672,No,Rainy,Yes
2025-01-21,Tuesday,Bangalore,Mumbai,21:00,40,17,527,Yes,Clear,No
2025-02-20,Thursday,Mumbai,Chennai,06:00,40,40,635,No,Cloudy,Yes
2025-05-21,Wednesday,Mumbai,Pune,06:00,40,33,738,No,Cloudy,No
2025-03-11,Tuesday,Pune,Hyderabad,18:00,40,12,593,No,Rainy,No
2025-06-25,Wednesday,Hyderabad,Pune,18:00,40,20,691,No,Cloudy,No
2025-02-04,Tuesday,Hyderabad,Mumbai,06:00,40,14,549,No,Clear,Yes
2025-06-29,Sunday,Hyderabad,Bangalore,21:00,40,16,632,Yes,Cloudy,No
2025-02-10,Monday,Bangalore,Pune,21:00,40,10,499,No,Clear,No
2025-03-12,Wednesday,Chennai,Mumbai,18:00,40,22,575,No,Cloudy,No
2025-05-24,Saturday,Pune,Bangalore,06:00,40,18,535,No,Clear,No
2025-03-09,Sunday,Pune,Chennai,09:00,40,20,647,No,Rainy,No
2025-06-01,Sunday,Pune,Hyderabad,21:00,40,15,475,No,Rainy,No
2025-03-01,Saturday,Hyderabad,Chennai,18:00,40,14,489,Yes,Clear,No
2025-01-14,Tuesday,Hyderabad,Mumbai,15:00,40,34,600,No,Cloudy,No
2025-03-03,Monday,Pune,Mumbai,15:00,40,16,561,No,Rainy,No
2025-05-16,Friday,Bangalore,Hyderabad,09:00,40,23,658,No,Cloudy,No
2025-04-24,Thursday,Mumbai,Hyderabad,21:00,40,17,578,Yes,Cloudy,No
2025-04-30,Wednesday,Chennai,Mumbai,09:00,40,15,666,No,Clear,No
2025-01-03,Friday,Hyderabad,Mumbai,12:00,40,20,524,No,Clear,No
2025-04-05,Saturday,Chennai,Bangalore,18:00,40,29,723,No,Rainy,Yes
2025-06-30,Monday,Chennai,Pune,21:00,40,34,731,Yes,Rainy,No
2025-04-27,Sunday,Mumbai,Bangalore,15:00,40,34,579,No,Rainy,No
2025-04-05,Saturday,Bangalore,Hyderabad,21:00,40,15,588,No,Clear,Yes
2025-06-13,Friday,Bangalore,Pune,06:00,40,16,647,No,Cloudy,No
2025-06-07,Saturday,Bangalore,Pune,21:00,40,15,625,No,Cloudy,No
2025-04-04,Friday,Pune,Chennai,21:00,40,11,649,No,Rainy,No
2025-05-09,Friday,Hyderabad,Pune,06:00,40,24,682,Yes,Clear,Yes
2025-01-01,Wednesday,Chennai,Pune,18:00,40,32,582,No,Cloudy,No
2025-05-25,Sunday,Mumbai,Chennai,06:00,40,15,556,No,Clear,No
2025-06-01,Sunday,Bangalore,Hyderabad,06:00,40,33,628,No,Cloudy,No
2025-03-20,Thursday,Hyderabad,Bangalore,12:00,40,23,572,Yes,Rainy,Yes
2025-02-18,Tuesday,Chennai,Hyderabad,09:00,40,18,513,No,Cloudy,No
2025-05-06,Tuesday,Chennai,Pune,12:00,40,27,578,No,Rainy,No
2025-01-10,Friday,Pune,Mumbai,09:00,40,23,603,No,Clear,No
2025-06-15,Sunday,Chennai,Hyderabad,12:00,40,31,578,No,Rainy,No
2025-05-12,Monday,Hyderabad,Pune,09:00,40,26,698,No,Clear,No
2025-06-11,Wednesday,Hyderabad,Mumbai,09:00,40,22,678,No,Cloudy,No
2025-05-31,Saturday,Bangalore,Pune,21:00,40,13,572,Yes,Cloudy,No
2025-05-02,Friday,Chennai,Pune,21:00,40,19,536,No,Clear,No
2025-04-30,Wednesday,Pune,Bangalore,06:00,40,25,636,No,Rainy,No
2025-04-13,Sunday,Mumbai,Bangalore,12:00,40,29,621,No,Rainy,No
2025-01-11,Saturday,Hyderabad,Chennai,15:00,40,22,661,No,Cloudy,No
2025-01-08,Wednesday,Hyderabad,Bangalore,12:00,40,13,657,No,Rainy,No
2025-02-05,Wednesday,Hyderabad,Pune,06:00,40,14,558,No,Cloudy,No
2025-04-28,Monday,Mumbai,Bangalore,15:00,40,23,535,Yes,Clear,Yes
2025-02-17,Monday,Hyderabad,Bangalore,15:00,40,33,687,Yes,Clear,Yes
2025-02-10,Monday,Chennai,Bangalore,15:00,40,25,696,No,Cloudy,No
2025-04-07,Monday,Mumbai,Bangalore,06:00,40,14,572,No,Cloudy,No
2025-03-25,Tuesday,Chennai,Mumbai,18:00,40,31,744,No,Clear,No
2025-05-31,Saturday,Bangalore,Hyderabad,18:00,40,22,666,Yes,Clear,No
2025-06-03,Tuesday,Mumbai,Chennai,21:00,40,20,611,No,Cloudy,Yes
2025-01-24,Friday,Chennai,Mumbai,21:00,40,29,611,Yes,Clear,Yes
2025-04-18,Friday,Hyderabad,Bangalore,15:00,40,12,548,No,Clear,No
2025-06-25,Wednesday,Bangalore,Mumbai,06:00,40,27,537,Yes,Clear,No
2025-05-05,Monday,Mumbai,Pune,06:00,40,13,619,No,Cloudy,No
2025-04-26,Saturday,Pune,Hyderabad,15:00,40,12,568,No,Rainy,No
2025-05-17,Saturday,Mumbai,Chennai,09:00,40,19,507,Yes,Rainy,No
2025-04-29,Tuesday,Chennai,Bangalore,06:00,40,29,720,No,Cloudy,No
2025-04-05,Saturday,Chennai,Mumbai,12:00,40,15,550,No,Clear,No
2025-04-02,Wednesday,Mumbai,Chennai,15:00,40,14,479,No,Rainy,Yes
2025-05-17,Saturday,Mumbai,Bangalore,09:00,40,24,590,Yes,Clear,Yes
2025-03-30,Sunday,Mumbai,Bangalore,21:00,40,10,545,No,Rainy,No
2025-01-10,Friday,Hyderabad,Chennai,15:00,40,32,662,No,Rainy,Yes
2025-01-06,Monday,Hyderabad,Pune,21:00,40,23,544,No,Clear,No
2025-02-19,Wednesday,Pune,Hyderabad,12:00,40,14,482,No,Rainy,No
2025-04-06,Sunday,Pune,Mumbai,09:00,40,35,645,No,Cloudy,Yes
2025-05-09,Friday,Bangalore,Mumbai,09:00,40,18,690,No,Cloudy,Yes
2025-04-17,Thursday,Hyderabad,Pune,12:00,40,16,484,No,Rainy,No
2025-03-25,Tuesday,Hyderabad,Chennai,18:00,40,21,612,No,Rainy,No
2025-06-12,Thursday,Pune,Hyderabad,18:00,40,22,623,No,Rainy,Yes
2025-02-08,Saturday,Mumbai,Pune,09:00,40,18,593,No,Clear,No
2025-01-09,Thursday,Pune,Chennai,21:00,40,37,662,No,Cloudy,Yes
2025-03-16,Sunday,Chennai,Mumbai,21:00,40,15,634,No,Clear,No
2025-04-01,Tuesday,Pune,Mumbai,15:00,40,19,637,No,Clear,No
2025-05-06,Tuesday,Hyderabad,Mumbai,18:00,40,13,520,Yes,Rainy,No
2025-02-24,Monday,Bangalore,Pune,09:00,40,25,615,No,Rainy,No
2025-02-25,Tuesday,Mumbai,Hyderabad,12:00,40,32,697,No,Rainy,Yes
2025-05-17,Saturday,Mumbai,Bangalore,15:00,40,27,580,No,Cloudy,Yes
2025-04-13,Sunday,Chennai,Bangalore,18:00,40,31,580,No,Cloudy,No
2025-04-09,Wednesday,Pune,Mumbai,15:00,40,17,643,No,Rainy,Yes
2025-05-09,Friday,Bangalore,Mumbai,06:00,40,35,750,No,Clear,Yes
2025-01-24,Friday,Chennai,Bangalore,21:00,40,25,566,No,Rainy,No
2025-04-28,Monday,Chennai,Hyderabad,09:00,40,19,570,No,Rainy,No
2025-01-17,Friday,Bangalore,Hyderabad,18:00,40,24,581,No,Clear,No
2025-02-15,Saturday,Mumbai,Chennai,18:00,40,35,576,No,Clear,Yes
2025-01-09,Thursday,Mumbai,Pune,15:00,40,34,753,Yes,Cloudy,No
2025-06-05,Thursday,Pune,Chennai,15:00,40,37,781,No,Rainy,Yes
2025-01-11,Saturday,Chennai,Mumbai,21:00,40,22,536,No,Rainy,No
2025-02-07,Friday,Chennai,Bangalore,21:00,40,17,608,Yes,Cloudy,No
2025-02-23,Sunday,Chennai,Bangalore,12:00,40,32,685,No,Clear,No
2025-03-04,Tuesday,Chennai,Pune,12:00,40,32,626,No,Cloudy,No
2025-05-26,Monday,Chennai,Bangalore,09:00,40,29,623,Yes,Cloudy,Yes
2025-02-10,Monday,Pune,Hyderabad,15:00,40,35,730,No,Rainy,Yes
2025-03-16,Sunday,Mumbai,Hyderabad,21:00,40,14,619,No,Clear,No
2025-01-04,Saturday,Chennai,Pune,21:00,40,28,628,No,Rainy,No
2025-06-14,Saturday,Hyderabad,Pune,18:00,40,26,653,No,Cloudy,No
2025-02-14,Friday,Mumbai,Pune,06:00,40,19,547,No,Clear,No
2025-02-27,Thursday,Hyderabad,Pune,18:00,40,21,632,No,Clear,No
2025-04-28,Monday,Pune,Chennai,21:00,40,32,653,No,Rainy,No
2025-06-20,Friday,Bangalore,Mumbai,21:00,40,20,514,Yes,Cloudy,No
2025-04-25,Friday,Pune,Bangalore,09:00,40,32,736,No,Rainy,Yes
2025-04-27,Sunday,Hyderabad,Chennai,18:00,40,18,523,No,Cloudy,Yes
2025-05-14,Wednesday,Chennai,Bangalore,09:00,40,23,540,No,Rainy,No
2025-05-18,Sunday,Bangalore,Pune,21:00,40,20,525,Yes,Cloudy,Yes
2025-05-19,Monday,Pune,Bangalore,18:00,40,22,623,No,Rainy,Yes
2025-06-14,Saturday,Hyderabad,Mumbai,06:00,40,25,686,No,Cloudy,No
2025-02-15,Saturday,Chennai,Mumbai,18:00,40,28,610,No,Rainy,Yes
2025-06-23,Monday,Pune,Hyderabad,21:00,40,20,630,No,Clear,No
2025-05-01,Thursday,Mumbai,Bangalore,09:00,40,18,577,Yes,Cloudy,No
2025-06-13,Friday,Pune,Bangalore,09:00,40,30,631,No,Clear,Yes
2025-05-16,Friday,Mumbai,Chennai,21:00,40,32,600,No,Rainy,Yes
2025-02-19,Wednesday,Mumbai,Bangalore,09:00,40,26,651,No,Clear,No
2025-06-17,Tuesday,Pune,Mumbai,21:00,40,19,589,No,Cloudy,No
2025-02-07,Friday,Chennai,Pune,21:00,40,17,629,No,Rainy,No
2025-04-11,Friday,Mumbai,Chennai,15:00,40,38,706,Yes,Cloudy,No
2025-03-12,Wednesday,Bangalore,Hyderabad,09:00,40,23,597,No,Cloudy,Yes
2025-04-20,Sunday,Mumbai,Hyderabad,18:00,40,29,673,No,Clear,No
2025-04-23,Wednesday,Chennai,Bangalore,06:00,40,33,716,No,Cloudy,No
2025-05-01,Thursday,Bangalore,Mumbai,21:00,40,15,625,No,Rainy,No
2025-04-07,Monday,Bangalore,Chennai,06:00,40,24,592,No,Cloudy,No
2025-01-29,Wednesday,Mumbai,Bangalore,21:00,40,14,546,Yes,Rainy,No
2025-05-27,Tuesday,Hyderabad,Chennai,15:00,40,29,687,No,Rainy,No
2025-05-16,Friday,Chennai,Bangalore,09:00,40,32,742,No,Clear,No
2025-03-22,Saturday,Chennai,Mumbai,21:00,40,17,602,No,Clear,No
2025-04-03,Thursday,Chennai,Hyderabad,21:00,40,35,610,No,Cloudy,Yes
2025-01-31,Friday,Mumbai,Pune,15:00,40,11,586,No,Clear,No
2025-04-06,Sunday,Bangalore,Mumbai,06:00,40,25,597,No,Cloudy,No
2025-05-28,Wednesday,Chennai,Bangalore,21:00,40,36,716,Yes,Clear,No
2025-02-10,Monday,Pune,Chennai,18:00,40,15,671,No,Rainy,No
2025-06-25,Wednesday,Mumbai,Hyderabad,15:00,40,21,670,No,Rainy,Yes
2025-05-28,Wednesday,Chennai,Mumbai,18:00,40,22,612,No,Rainy,No
2025-05-28,Wednesday,Chennai,Bangalore,18:00,40,25,563,No,Clear,Yes
2025-03-08,Saturday,Hyderabad,Pune,18:00,40,29,692,No,Rainy,Yes
2025-02-09,Sunday,Hyderabad,Bangalore,09:00,40,31,754,No,Clear,Yes
2025-02-02,Sunday,Pune,Hyderabad,06:00,40,31,608,No,Cloudy,No
2025-02-21,Friday,Chennai,Hyderabad,15:00,40,16,677,No,Clear,No
2025-04-01,Tuesday,Bangalore,Hyderabad,15:00,40,40,612,Yes,Cloudy,Yes
2025-04-25,Friday,Mumbai,Pune,09:00,40,13,488,No,Cloudy,No
2025-02-14,Friday,Pune,Chennai,09:00,40,33,719,No,Clear,No
2025-04-02,Wednesday,Chennai,Mumbai,09:00,40,21,627,No,Clear,No
2025-03-07,Friday,Pune,Chennai,15:00,40,24,610,Yes,Cloudy,No
2025-04-03,Thursday,Chennai,Bangalore,15:00,40,31,721,No,Rainy,No
2025-06-14,Saturday,Mumbai,Pune,06:00,40,20,511,No,Cloudy,No
2025-02-06,Thursday,Hyderabad,Bangalore,18:00,40,38,742,Yes,Rainy,Yes
2025-02-23,Sunday,Chennai,Pune,18:00,40,15,607,No,Clear,No
2025-02-08,Saturday,Hyderabad,Pune,06:00,40,19,598,No,Clear,No
2025-06-10,Tuesday,Chennai,Pune,18:00,40,25,533,No,Clear,No
2025-02-06,Thursday,Mumbai,Chennai,18:00,40,14,495,No,Rainy,No
2025-01-04,Saturday,Chennai,Hyderabad,06:00,40,30,656,No,Clear,Yes
2025-05-18,Sunday,Mumbai,Bangalore,18:00,40,25,590,No,Clear,No
2025-02-02,Sunday,Chennai,Pune,18:00,40,33,711,No,Clear,No
2025-02-20,Thursday,Hyderabad,Bangalore,18:00,40,19,567,Yes,Clear,Yes
2025-06-07,Saturday,Bangalore,Hyderabad,09:00,40,17,603,No,Rainy,No
2025-06-21,Saturday,Pune,Hyderabad,09:00,40,28,728,No,Cloudy,No
2025-01-09,Thursday,Mumbai,Chennai,09:00,40,14,511,No,Clear,Yes
2025-04-12,Saturday,Chennai,Bangalore,18:00,40,33,680,No,Cloudy,Yes
2025-02-24,Monday,Mumbai,Hyderabad,18:00,40,36,627,No,Rainy,Yes
2025-03-07,Friday,Chennai,Mumbai,18:00,40,20,695,No,Clear,No
2025-05-13,Tuesday,Chennai,Bangalore,12:00,40,14,494,No,Clear,No
2025-02-28,Friday,Mumbai,Chennai,06:00,40,25,640,No,Cloudy,Yes
2025-04-22,Tuesday,Pune,Chennai,18:00,40,35,762,Yes,Rainy,Yes
2025-04-01,Tuesday,Pune,Bangalore,18:00,40,28,598,No,Rainy,Yes
2025-06-27,Friday,Pune,Bangalore,12:00,40,33,721,Yes,Rainy,Yes
2025-04-19,Saturday,Hyderabad,Pune,06:00,40,31,676,No,Cloudy,Yes
2025-04-30,Wednesday,Chennai,Hyderabad,21:00,40,36,633,No,Clear,Yes
2025-06-06,Friday,Pune,Chennai,06:00,40,18,590,No,Clear,Yes
2025-02-10,Monday,Mumbai,Pune,18:00,40,26,561,Yes,Cloudy,Yes
2025-05-30,Friday,Hyderabad,Bangalore,15:00,40,12,593,Yes,Cloudy,No
2025-03-21,Friday,Pune,Chennai,21:00,40,19,526,No,Clear,No
2025-05-19,Monday,Pune,Mumbai,09:00,40,18,555,Yes,Rainy,No
2025-01-29,Wednesday,Mumbai,Pune,18:00,40,38,647,Yes,Rainy,No
2025-05-14,Wednesday,Bangalore,Chennai,21:00,40,14,596,No,Rainy,No
2025-06-29,Sunday,Mumbai,Pune,06:00,40,33,635,No,Cloudy,No
2025-03-06,Thursday,Pune,Hyderabad,15:00,40,12,463,No,Cloudy,No
2025-01-26,Sunday,Mumbai,Bangalore,18:00,40,17,684,No,Rainy,No
2025-05-05,Monday,Pune,Mumbai,18:00,40,28,691,No,Rainy,No
2025-06-14,Saturday,Bangalore,Chennai,06:00,40,31,736,No,Clear,No
2025-06-04,Wednesday,Mumbai,Pune,21:00,40,24,637,No,Cloudy,No
2025-05-27,Tuesday,Pune,Chennai,15:00,40,20,506,No,Rainy,No
2025-02-25,Tuesday,Pune,Bangalore,06:00,40,25,711,No,Cloudy,Yes
2025-04-27,Sunday,Chennai,Pune,21:00,40,37,668,No,Clear,Yes
2025-04-28,Monday,Chennai,Hyderabad,09:00,40,31,747,No,Rainy,No
2025-03-31,Monday,Hyderabad,Mumbai,06:00,40,34,651,No,Rainy,No
2025-03-20,Thursday,Bangalore,Chennai,21:00,40,13,516,No,Rainy,No
2025-03-09,Sunday,Mumbai,Hyderabad,12:00,40,15,557,No,Cloudy,No
2025-01-05,Sunday,Bangalore,Hyderabad,18:00,40,25,718,No,Rainy,No
2025-05-24,Saturday,Pune,Bangalore,15:00,40,17,552,No,Clear,Yes
2025-02-07,Friday,Chennai,Pune,15:00,40,39,677,Yes,Cloudy,Yes
2025-02-27,Thursday,Mumbai,Chennai,09:00,40,8,497,No,Rainy,No
2025-06-27,Friday,Hyderabad,Bangalore,09:00,40,22,515,No,Clear,Yes
2025-06-06,Friday,Mumbai,Pune,15:00,40,17,632,No,Rainy,Yes
2025-04-10,Thursday,Chennai,Pune,12:00,40,17,566,No,Cloudy,No
2025-05-19,Monday,Chennai,Bangalore,21:00,40,29,726,Yes,Rainy,Yes
2025-05-02,Friday,Pune,Hyderabad,06:00,40,22,578,No,Rainy,Yes
2025-05-28,Wednesday,Bangalore,Mumbai,18:00,40,14,613,No,Rainy,No
2025-04-25,Friday,Pune,Chennai,12:00,40,34,754,No,Rainy,Yes
2025-03-12,Wednesday,Pune,Hyderabad,21:00,40,33,620,Yes,Rainy,No
2025-06-19,Thursday,Mumbai,Hyderabad,18:00,40,28,670,No,Cloudy,No
2025-04-15,Tuesday,Hyderabad,Pune,06:00,40,21,655,No,Clear,No
2025-01-31,Friday,Bangalore,Chennai,18:00,40,17,638,No,Clear,No
2025-02-15,Saturday,Hyderabad,Chennai,21:00,40,12,606,No,Rainy,Yes
2025-06-29,Sunday,Mumbai,Pune,15:00,40,15,499,No,Clear,No
2025-03-21,Friday,Chennai,Hyderabad,21:00,40,15,541,No,Cloudy,No
2025-04-13,Sunday,Hyderabad,Bangalore,12:00,40,23,580,No,Rainy,Yes
2025-01-06,Monday,Pune,Chennai,18:00,40,14,553,Yes,Cloudy,Yes
2025-04-09,Wednesday,Chennai,Bangalore,18:00,40,16,642,No,Clear,No
2025-06-08,Sunday,Mumbai,Bangalore,18:00,40,34,723,No,Cloudy,Yes
2025-04-06,Sunday,Pune,Bangalore,15:00,40,24,527,No,Clear,No
2025-06-09,Monday,Bangalore,Chennai,12:00,40,15,626,No,Clear,No
2025-05-13,Tuesday,Hyderabad,Chennai,15:00,40,25,693,Yes,Clear,No
2025-05-21,Wednesday,Mumbai,Pune,06:00,40,21,541,No,Clear,No
2025-03-03,Monday,Mumbai,Bangalore,15:00,40,27,668,Yes,Clear,No
2025-01-24,Friday,Chennai,Mumbai,18:00,40,24,715,No,Cloudy,No
2025-02-20,Thursday,Chennai,Mumbai,15:00,40,25,551,No,Clear,No
2025-03-24,Monday,Pune,Mumbai,18:00,40,34,643,No,Cloudy,No
2025-06-25,Wednesday,Bangalore,Chennai,09:00,40,33,711,No,Cloudy,No
2025-05-19,Monday,Hyderabad,Pune,21:00,40,27,625,Yes,Clear,Yes
2025-05-18,Sunday,Bangalore,Mumbai,21:00,40,31,733,No,Clear,No
2025-01-12,Sunday,Hyderabad,Chennai,15:00,40,12,642,No,Clear,No
2025-02-22,Saturday,Mumbai,Bangalore,18:00,40,25,701,No,Clear,Yes
2025-01-30,Thursday,Chennai,Bangalore,09:00,40,22,568,No,Cloudy,No
2025-04-06,Sunday,Mumbai,Chennai,09:00,40,23,689,Yes,Clear,No
2025-05-27,Tuesday,Chennai,Hyderabad,21:00,40,10,556,No,Cloudy,No
2025-04-16,Wednesday,Mumbai,Hyderabad,09:00,40,15,485,No,Cloudy,Yes
2025-06-28,Saturday,Mumbai,Bangalore,21:00,40,13,505,No,Clear,No
2025-05-06,Tuesday,Bangalore,Hyderabad,18:00,40,34,707,No,Rainy,Yes
2025-03-15,Saturday,Chennai,Pune,06:00,40,16,502,No,Cloudy,No
2025-05-23,Friday,Mumbai,Bangalore,09:00,40,13,493,No,Clear,No
2025-02-28,Friday,Bangalore,Mumbai,09:00,40,19,589,Yes,Rainy,No
2025-04-23,Wednesday,Hyderabad,Mumbai,18:00,40,33,761,No,Rainy,No
2025-02-23,Sunday,Chennai,Bangalore,18:00,40,21,594,Yes,Clear,No
2025-04-29,Tuesday,Hyderabad,Chennai,15:00,40,17,532,No,Cloudy,No
2025-06-10,Tuesday,Hyderabad,Pune,21:00,40,12,522,No,Clear,No
2025-06-04,Wednesday,Pune,Hyderabad,18:00,40,10,466,Yes,Rainy,No
2025-04-15,Tuesday,Pune,Chennai,18:00,40,20,536,No,Rainy,No
2025-01-27,Monday,Hyderabad,Chennai,15:00,40,36,637,Yes,Clear,No
2025-06-10,Tuesday,Bangalore,Chennai,06:00,40,30,648,No,Cloudy,No
2025-03-14,Friday,Pune,Mumbai,15:00,40,29,609,No,Clear,No
2025-03-30,Sunday,Mumbai,Pune,09:00,40,22,609,No,Cloudy,Yes
2025-03-07,Friday,Hyderabad,Pune,21:00,40,32,662,Yes,Cloudy,Yes
2025-02-02,Sunday,Chennai,Hyderabad,15:00,40,24,633,No,Cloudy,No
2025-04-10,Thursday,Mumbai,Hyderabad,12:00,40,29,607,No,Cloudy,Yes
2025-02-25,Tuesday,Hyderabad,Bangalore,21:00,40,21,700,No,Rainy,No
2025-04-15,Tuesday,Chennai,Pune,09:00,40,35,651,No,Cloudy,Yes
2025-06-09,Monday,Mumbai,Chennai,09:00,40,29,677,No,Rainy,No
2025-04-21,Monday,Hyderabad,Mumbai,06:00,40,15,544,No,Cloudy,No
2025-06-24,Tuesday,Pune,Bangalore,21:00,40,25,587,No,Clear,Yes
2025-02-03,Monday,Mumbai,Hyderabad,18:00,40,29,718,No,Rainy,No
2025-01-25,Saturday,Bangalore,Chennai,06:00,40,16,571,Yes,Clear,No
2025-02-21,Friday,Hyderabad,Bangalore,12:00,40,20,649,No,Cloudy,No
2025-04-25,Friday,Mumbai,Hyderabad,21:00,40,33,606,Yes,Cloudy,Yes
2025-04-17,Thursday,Bangalore,Mumbai,09:00,40,15,538,No,Rainy,No
2025-01-30,Thursday,Hyderabad,Mumbai,06:00,40,25,622,No,Clear,No
2025-05-03,Saturday,Hyderabad,Chennai,18:00,40,28,686,No,Cloudy,No
2025-02-16,Sunday,Mumbai,Chennai,15:00,40,19,589,No,Rainy,No
2025-01-18,Saturday,Hyderabad,Bangalore,18:00,40,13,636,No,Cloudy,No
2025-02-20,Thursday,Chennai,Pune,21:00,40,35,701,No,Clear,No
2025-01-05,Sunday,Pune,Mumbai,09:00,40,20,625,No,Cloudy,Yes
2025-03-23,Sunday,Hyderabad,Chennai,21:00,40,27,545,No,Cloudy,Yes
2025-03-11,Tuesday,Mumbai,Chennai,12:00,40,29,547,No,Clear,No
2025-05-27,Tuesday,Bangalore,Pune,15:00,40,15,653,Yes,Cloudy,No
2025-04-07,Monday,Chennai,Pune,18:00,40,20,533,No,Cloudy,No
2025-03-30,Sunday,Chennai,Hyderabad,15:00,40,31,576,No,Clear,No
2025-06-20,Friday,Chennai,Bangalore,06:00,40,19,511,No,Clear,Yes
2025-02-09,Sunday,Pune,Bangalore,06:00,40,33,652,No,Clear,No
2025-06-08,Sunday,Bangalore,Hyderabad,18:00,40,20,670,No,Cloudy,No
2025-01-28,Tuesday,Pune,Chennai,06:00,40,12,507,No,Clear,No
2025-01-24,Friday,Bangalore,Chennai,15:00,40,34,669,No,Clear,Yes
2025-03-24,Monday,Pune,Bangalore,15:00,40,26,577,No,Rainy,No
2025-05-01,Thursday,Chennai,Bangalore,15:00,40,23,653,Yes,Clear,Yes
2025-05-28,Wednesday,Hyderabad,Chennai,21:00,40,23,556,No,Clear,Yes
2025-04-12,Saturday,Pune,Hyderabad,18:00,40,25,713,No,Rainy,Yes
2025-03-03,Monday,Pune,Chennai,21:00,40,36,595,No,Rainy,Yes
2025-01-17,Friday,Mumbai,Hyderabad,21:00,40,40,790,Yes,Cloudy,Yes
2025-06-22,Sunday,Bangalore,Pune,18:00,40,29,718,No,Cloudy,No
2025-01-17,Friday,Pune,Hyderabad,21:00,40,35,697,No,Cloudy,No
2025-04-05,Saturday,Mumbai,Hyderabad,15:00,40,30,726,No,Rainy,Yes
2025-04-01,Tuesday,Mumbai,Pune,15:00,40,24,635,No,Cloudy,No
2025-02-09,Sunday,Hyderabad,Mumbai,15:00,40,22,671,No,Clear,No
2025-02-08,Saturday,Mumbai,Hyderabad,06:00,40,11,502,No,Rainy,No
2025-02-25,Tuesday,Bangalore,Chennai,15:00,40,10,577,No,Cloudy,No
2025-04-11,Friday,Hyderabad,Pune,18:00,40,33,692,No,Clear,No
2025-04-21,Monday,Mumbai,Bangalore,15:00,40,13,482,No,Clear,No
2025-03-24,Monday,Mumbai,Hyderabad,09:00,40,23,640,No,Cloudy,No
2025-01-04,Saturday,Chennai,Hyderabad,12:00,40,28,693,No,Rainy,No
2025-02-03,Monday,Pune,Hyderabad,12:00,40,18,611,No,Rainy,No
2025-01-17,Friday,Bangalore,Mumbai,12:00,40,32,619,No,Clear,No
2025-03-22,Saturday,Mumbai,Hyderabad,18:00,40,14,552,No,Cloudy,No
2025-06-11,Wednesday,Pune,Bangalore,21:00,40,17,610,No,Clear,No
2025-05-25,Sunday,Mumbai,Chennai,12:00,40,14,629,No,Clear,No
2025-03-24,Monday,Bangalore,Mumbai,15:00,40,28,737,No,Rainy,Yes
2025-03-12,Wednesday,Hyderabad,Pune,06:00,40,20,591,No,Clear,No
2025-06-08,Sunday,Mumbai,Bangalore,12:00,40,29,682,No,Cloudy,No
2025-02-21,Friday,Hyderabad,Chennai,12:00,40,23,587,No,Rainy,No
2025-03-05,Wednesday,Mumbai,Pune,21:00,40,19,570,No,Clear,Yes
2025-01-07,Tuesday,Bangalore,Mumbai,06:00,40,22,652,No,Clear,No
2025-02-10,Monday,Pune,Mumbai,12:00,40,21,577,Yes,Cloudy,No
2025-02-11,Tuesday,Pune,Bangalore,12:00,40,25,619,No,Clear,Yes
2025-02-06,Thursday,Chennai,Mumbai,18:00,40,25,608,Yes,Cloudy,No
2025-06-06,Friday,Bangalore,Pune,12:00,40,25,708,No,Rainy,Yes
2025-02-03,Monday,Mumbai,Chennai,06:00,40,35,598,Yes,Clear,No
2025-04-03,Thursday,Chennai,Pune,06:00,40,27,550,No,Clear,No
2025-05-15,Thursday,Mumbai,Pune,21:00,40,27,564,Yes,Clear,No
2025-03-08,Saturday,Hyderabad,Bangalore,06:00,40,31,565,No,Rainy,Yes
2025-01-11,Saturday,Hyderabad,Bangalore,09:00,40,20,599,No,Clear,No
2025-06-12,Thursday,Mumbai,Chennai,18:00,40,37,725,No,Cloudy,Yes
2025-01-18,Saturday,Bangalore,Hyderabad,18:00,40,14,649,Yes,Clear,No
2025-01-21,Tuesday,Pune,Hyderabad,18:00,40,14,607,No,Clear,No
2025-01-02,Thursday,Pune,Hyderabad,12:00,40,13,530,No,Rainy,No
2025-03-27,Thursday,Hyderabad,Pune,12:00,40,12,626,No,Rainy,Yes
2025-06-21,Saturday,Pune,Mumbai,09:00,40,16,531,Yes,Clear,No
2025-05-26,Monday,Chennai,Hyderabad,18:00,40,30,710,No,Cloudy,No
2025-02-28,Friday,Pune,Hyderabad,09:00,40,19,547,No,Cloudy,Yes
2025-05-08,Thursday,Mumbai,Hyderabad,15:00,40,23,658,No,Rainy,No
2025-06-02,Monday,Chennai,Hyderabad,06:00,40,29,557,No,Clear,No
2025-01-03,Friday,Chennai,Bangalore,12:00,40,14,483,No,Rainy,No
